committee_id,candidate_name,state_full,disbursement_date,disbursement_description,disbursement_amount,recipient_name,pdf_url,sub_id,two_years_after_office,two_years_after_last_election,after_death,TIMES_CATEGORY
C00410522,"KLEIN, RON",Florida,2013-07-24 00:00:00,DONATION,1000.0,JAFCO,http://docquery.fec.gov/cgi-bin/fecimg/?13941768248,4110620131198574245,True,True,False,charitable donation
C00410522,"KLEIN, RON",Florida,2013-06-21 00:00:00,SOFTWARE LICENSE FEE,1500.0,"NGP VAN SOFTWARE, INC.",http://docquery.fec.gov/cgi-bin/fecimg/?13964052799,4071820131192640175,True,True,False,campaign software
C00410522,"KLEIN, RON",Florida,2013-07-01 00:00:00,POLITICAL DONATION - NONFEDERAL,500.0,VIDAL CAMPAIGN ACCOUNT,http://docquery.fec.gov/cgi-bin/fecimg/?13941768248,4110620131198574246,True,True,False,political contribution: from lobbyist
C00410522,"KLEIN, RON",Florida,2013-07-24 00:00:00,POLITICAL DONATION,1000.0,CITIZENS FOR MICHAEL WAGER,http://docquery.fec.gov/cgi-bin/fecimg/?13941768248,4110620131198574244,True,True,False,political contribution: from lobbyist
C00410522,"KLEIN, RON",Florida,2013-12-03 00:00:00,STORAGE,185.61,BOCA STORAGE,http://docquery.fec.gov/cgi-bin/fecimg/?14960026164,4012920141204828269,True,True,False,storage
C00410522,"KLEIN, RON",Florida,2013-12-03 00:00:00,NONFEDERAL CONTRIBUTION,500.0,MIKE MULLAUGH CAMPAIGN FUND,http://docquery.fec.gov/cgi-bin/fecimg/?14960026167,4012920141204828278,True,True,False,political contribution: from lobbyist
C00410522,"KLEIN, RON",Florida,2013-12-11 00:00:00,COMPLIANCE REPORTING,367.5,"PCMS, LLC",http://docquery.fec.gov/cgi-bin/fecimg/?14960026165,4012920141204828272,True,True,False,accounting/compliance/tax prep
C00410522,"KLEIN, RON",Florida,2013-12-28 00:00:00,STORAGE,741.94,BOCA STORAGE,http://docquery.fec.gov/cgi-bin/fecimg/?14960026164,4012920141204828270,True,True,False,storage
C00410522,"KLEIN, RON",Florida,2013-12-28 00:00:00,EVENT BEVERAGES,940.88,TOTAL WINE,http://docquery.fec.gov/cgi-bin/fecimg/?14960026165,4012920141204828274,True,True,False,events
C00410522,"KLEIN, RON",Florida,2013-12-28 00:00:00,POLITICAL CONTRIBUTION,500.0,GRAHAM FOR CONGRESS,http://docquery.fec.gov/cgi-bin/fecimg/?14960026166,4012920141204828276,True,True,False,political contribution: from lobbyist
C00410522,"KLEIN, RON",Florida,2013-12-31 00:00:00,ACCOUNTING SERVICES,2175.0,MCCURRY & COMPANY,http://docquery.fec.gov/cgi-bin/fecimg/?14960026164,4012920141204828271,True,True,False,accounting/compliance/tax prep
C00410522,"KLEIN, RON",Florida,2013-02-13 00:00:00,ACCOUNTING FEES,765.0,MCCURRY & COMPANY,http://docquery.fec.gov/cgi-bin/fecimg/?13961283979,4041920131187636660,True,True,False,accounting/compliance/tax prep
C00410522,"KLEIN, RON",Florida,2013-05-28 00:00:00,STORAGE,1113.66,BOCA STORAGE,http://docquery.fec.gov/cgi-bin/fecimg/?13964052799,4071820131192640174,True,True,False,storage
