committee_id,candidate_name,state_full,disbursement_date,disbursement_description,disbursement_amount,recipient_name,pdf_url,sub_id,two_years_after_office,two_years_after_last_election,after_death,TIMES_CATEGORY
C00225045,"PAYNE, DONALD M",New Jersey,2013-01-22 00:00:00,TRANSPORTATION TO MEETING,403.0,AMTRAK,http://docquery.fec.gov/cgi-bin/fecimg/?13940529277,4042520131188368103,False,False,True,travel
C00225045,"PAYNE, DONALD M",New Jersey,2013-03-01 00:00:00,WEB HOSTING FEES,6000.0,ARISTOTLE INDUSTRIES,http://docquery.fec.gov/cgi-bin/fecimg/?13940529277,4042520131188368104,False,False,True,website
C00225045,"PAYNE, DONALD M",New Jersey,2013-03-30 00:00:00,LEGAL SERVICE FEES,277.66,PERKINS COIE LLP,http://docquery.fec.gov/cgi-bin/fecimg/?13940529278,4042520131188368106,False,False,True,legal expenses
C00225045,"PAYNE, DONALD M",New Jersey,2017-01-22 00:00:00,,3000.0,ARISTOTLE INDUSTRIES,http://docquery.fec.gov/cgi-bin/fecimg/?201704139052148777,4041420171398597869,True,False,True,website
C00225045,"PAYNE, DONALD M",New Jersey,2017-04-25 00:00:00,CONTRIBUTION,2000.0,CLEAVER FOR CONGRESS,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066715421,4072420171429497664,True,False,True,political contribution
C00225045,"PAYNE, DONALD M",New Jersey,2013-04-12 00:00:00,SHREDDING & STORAGE FEES,1141.5,BRANTLEY BROTHERS MOVING & STORAGE,http://docquery.fec.gov/cgi-bin/fecimg/?13964053524,4072320131194215090,False,False,True,office: services
C00225045,"PAYNE, DONALD M",New Jersey,2017-04-25 00:00:00,CONTRIBUTION,1000.0,JEFFRIES FOR CONGRESS,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066715423,4072420171429497674,True,False,True,political contribution
C00225045,"PAYNE, DONALD M",New Jersey,2017-04-25 00:00:00,CONTRIBUTION,1000.0,CLARKE FOR CONGRESS,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066715423,4072420171429497676,True,False,True,political contribution
C00225045,"PAYNE, DONALD M",New Jersey,2017-04-25 00:00:00,CONTRIBUTION-PRIMARY,2000.0,"DONALD M. PAYNE, JR. FOR CONGRESS",http://docquery.fec.gov/cgi-bin/fecimg/?201707159066715423,4072420171429497678,True,False,True,political contribution: to family
C00225045,"PAYNE, DONALD M",New Jersey,2017-04-25 00:00:00,CONTRIBUTION- GENERAL,2000.0,"DONALD M. PAYNE, JR. FOR CONGRESS",http://docquery.fec.gov/cgi-bin/fecimg/?201707159066715424,4072420171429497680,True,False,True,political contribution: to family
C00225045,"PAYNE, DONALD M",New Jersey,2017-04-25 00:00:00,CONTRIBUTION,5000.0,DEMOCRATS MAKING PROGRESS PAC,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066715424,4072420171429497682,True,False,True,political contribution
C00225045,"PAYNE, DONALD M",New Jersey,2017-05-09 00:00:00,STORAGE & SHREDDING,1581.9,BRANTLEY BROTHERS MOVING & STORAGE,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066715421,4072420171429497666,True,False,True,storage
C00225045,"PAYNE, DONALD M",New Jersey,2017-06-16 00:00:00,DONATION- GIRLS WHO CODE,8000.0,URBAN LEAGUE OF ESSEX COUNTY,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066715421,4072420171429497668,True,False,True,charitable donation
C00225045,"PAYNE, DONALD M",New Jersey,2017-06-16 00:00:00,DONATION,50000.0,DONALD M. PAYNE SR. GLOBAL FOUNDATION,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066715422,4072420171429497670,True,False,True,charitable donation: own foundation
C00225045,"PAYNE, DONALD M",New Jersey,2017-06-27 00:00:00,STORAGE FEES,260.0,BRANTLEY BROTHERS MOVING & STORAGE,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066715422,4072420171429497672,True,False,True,storage
C00225045,"PAYNE, DONALD M",New Jersey,2017-07-22 00:00:00,DONATION,2000.0,NIALL MELLON TOWNSHIP INITIATIVE,http://docquery.fec.gov/cgi-bin/fecimg/?201710149075667898,4102020171458774646,True,False,True,charitable donation
C00225045,"PAYNE, DONALD M",New Jersey,2017-08-27 00:00:00,SUPPORT,3000.0,ARISTOTLE INDUSTRIES,http://docquery.fec.gov/cgi-bin/fecimg/?201710149075667897,4102020171458774644,True,False,True,website
C00225045,"PAYNE, DONALD M",New Jersey,2015-01-11 00:00:00,WEB HOSTING FEES,6000.0,ARISTOTLE INDUSTRIES,http://docquery.fec.gov/cgi-bin/fecimg/?15970699641,4051620151243730301,True,False,True,website
C00225045,"PAYNE, DONALD M",New Jersey,2015-01-18 00:00:00,TONER CARTRIDGE,88.8,STAPLES,http://docquery.fec.gov/cgi-bin/fecimg/?15970699641,4051620151243730302,True,False,True,office: supplies
C00225045,"PAYNE, DONALD M",New Jersey,2015-02-23 00:00:00,DONATION,75000.0,DONALD M. PAYNE SR. GLOBAL FOUNDATION,http://docquery.fec.gov/cgi-bin/fecimg/?15970699642,4051620151243730303,True,False,True,charitable donation: own foundation
C00225045,"PAYNE, DONALD M",New Jersey,2013-05-02 00:00:00,LEGAL SERVICES,4010.68,PERKINS COIE LLP,http://docquery.fec.gov/cgi-bin/fecimg/?13964053525,4072320131194215094,False,False,True,legal expenses
C00225045,"PAYNE, DONALD M",New Jersey,2015-07-13 00:00:00,CONTRIBUTION TO GENERAL ELECTION,2000.0,"DONALD M. PAYNE, JR. FOR CONGRESS",http://docquery.fec.gov/cgi-bin/fecimg/?201510069002816477,4100720151255461520,True,False,True,political contribution: to family
C00225045,"PAYNE, DONALD M",New Jersey,2015-07-13 00:00:00,CONTRIBUTION TO PRIMARY ELECTION,2000.0,"DONALD M. PAYNE, JR. FOR CONGRESS",http://docquery.fec.gov/cgi-bin/fecimg/?201510069002816477,4100720151255461521,True,False,True,political contribution: to family
