amendment_indicator,amendment_indicator_desc,back_reference_schedule_id,back_reference_transaction_id,beneficiary_committee_name,candidate_first_name,candidate_id,candidate_last_name,candidate_middle_name,candidate_name,candidate_office,candidate_office_description,candidate_office_district,candidate_office_state,candidate_office_state_full,candidate_prefix,candidate_suffix,category_code,category_code_full,comm_dt,committee_id,conduit_committee_city,conduit_committee_name,conduit_committee_state,conduit_committee_street1,conduit_committee_street2,conduit_committee_zip,cycle,disbursement_amount,disbursement_date,disbursement_description,disbursement_purpose_category,disbursement_type,disbursement_type_description,election_type,election_type_full,entity_type,entity_type_desc,fec_election_type_desc,fec_election_year,file_number,filing_form,image_number,line_number,line_number_label,link_id,load_date,memo_code,memo_code_full,memo_text,memoed_subtotal,national_committee_nonfederal_account,original_sub_id,payee_employer,payee_first_name,payee_last_name,payee_middle_name,payee_occupation,payee_prefix,payee_suffix,pdf_url,recipient_city,recipient_committee,recipient_committee_id,recipient_name,recipient_state,recipient_zip,ref_disp_excess_flg,report_type,report_year,schedule_type,schedule_type_full,semi_annual_bundled_refund,sub_id,timestamp,transaction_id,two_year_transaction_period,unused_recipient_committee_id
A,ADD,,,FRIENDS OF JOHN LAFALCE,,,,,,H,HOUSE,29,NY,NEW YORK,,,012,Donations,,C00025379,,,,,,,2010,1000.0,2009-01-02T00:00:00,DONATION,OTHER,,,P2011,,ORG,ORGANIZATION,PRIMARY,2011,412681,F3,29991942014,17,Operating Expenditures,4041420091113720755,2017-11-05T20:29:10.060320+00:00,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?29991942014,BUFFALO,,,CANISIUS HIGH SCHOOL,NY,14209,,Q1,2009,SB,ITEMIZED DISBURSEMENTS,,4042520091114191590,2017-11-05T20:29:10.060320+00:00,SB17.9727,2010,C00025379
A,ADD,,,FRIENDS OF JOHN LAFALCE,,,,,,H,HOUSE,29,NY,NEW YORK,,,012,Donations,,C00025379,,,,,,,2010,1000.0,2009-01-26T00:00:00,DONATION,OTHER,,,P2011,,ORG,ORGANIZATION,PRIMARY,2011,412681,F3,29991942015,17,Operating Expenditures,4041420091113720755,2017-11-05T20:29:10.060320+00:00,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?29991942015,SIOUX FALLS,,,CITICARDS,SD,57117,,Q1,2009,SB,ITEMIZED DISBURSEMENTS,,4042520091114191592,2017-11-05T20:29:10.060320+00:00,SB17.9730,2010,C00025379
A,ADD,,,FRIENDS OF JOHN LAFALCE,,,,,,H,HOUSE,29,NY,NEW YORK,,,012,Donations,,C00025379,,,,,,,2010,1000.0,2009-01-26T00:00:00,DONATION,OTHER,,,P2011,,ORG,ORGANIZATION,PRIMARY,2011,412681,F3,29991942016,17,Operating Expenditures,4041420091113720755,2017-11-05T20:29:10.060320+00:00,X,,,True,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?29991942016,WASHINGTON,,,NATIONAL ITALIAN AMERICAN FOUNDATION,DC,20009,,Q1,2009,SB,ITEMIZED DISBURSEMENTS,,4042520091114191597,2017-11-05T20:29:10.060320+00:00,SB17.9731,2010,C00025379
A,ADD,,,FRIENDS OF JOHN LAFALCE,,,,,,H,HOUSE,29,NY,NEW YORK,,,012,Donations,,C00025379,,,,,,,2010,400.0,2009-02-20T00:00:00,DONATION,OTHER,,,P2011,,ORG,ORGANIZATION,PRIMARY,2011,412681,F3,29991942014,17,Operating Expenditures,4041420091113720755,2017-11-05T20:29:10.060320+00:00,X,,,True,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?29991942014,BUFFALO,,,CANISIUS COLLEGE,NY,14208,,Q1,2009,SB,ITEMIZED DISBURSEMENTS,,4042520091114191589,2017-11-05T20:29:10.060320+00:00,SB17.9737,2010,C00025379
A,ADD,,,FRIENDS OF JOHN LAFALCE,,,,,,H,HOUSE,29,NY,NEW YORK,,,012,Donations,,C00025379,,,,,,,2010,420.0,2009-02-20T00:00:00,DONATIONS,OTHER,,,P2011,,ORG,ORGANIZATION,PRIMARY,2011,412681,F3,29991942015,17,Operating Expenditures,4041420091113720755,2017-11-05T20:29:10.060320+00:00,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?29991942015,SIOUX FALLS,,,CITICARDS,SD,57117,,Q1,2009,SB,ITEMIZED DISBURSEMENTS,,4042520091114191593,2017-11-05T20:29:10.060320+00:00,SB17.9736,2010,C00025379
A,ADD,,,FRIENDS OF JOHN LAFALCE,,,,,,H,HOUSE,29,NY,NEW YORK,,,012,Donations,,C00025379,,,,,,,2010,100.0,2009-03-02T00:00:00,DONATION,OTHER,,,P2011,,ORG,ORGANIZATION,PRIMARY,2011,412681,F3,29991942014,17,Operating Expenditures,4041420091113720755,2017-11-05T20:29:10.060320+00:00,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?29991942014,BUFFALO,,,CANISIUS HIGH SCHOOL,NY,14209,,Q1,2009,SB,ITEMIZED DISBURSEMENTS,,4042520091114191591,2017-11-05T20:29:10.060320+00:00,SB17.9739,2010,C00025379
A,ADD,,,FRIENDS OF JOHN LAFALCE,,,,,,H,HOUSE,29,NY,NEW YORK,,,001,Administrative/Salary/Overhead Expenses ,,C00025379,,,,,,,2010,1452.0,2009-03-08T00:00:00,INCOME TAXES PAID - 2008,OTHER,,,P2011,,ORG,ORGANIZATION,PRIMARY,2011,412681,F3,29991942016,17,Operating Expenditures,4041420091113720755,2017-11-05T20:29:10.060320+00:00,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?29991942016,BUFFALO,,,HSBC,NY,14240,,Q1,2009,SB,ITEMIZED DISBURSEMENTS,,4042520091114191596,2017-11-05T20:29:10.060320+00:00,SB17.9726,2010,C00025379
A,ADD,,,FRIENDS OF JOHN LAFALCE,,,,,,H,HOUSE,29,NY,NEW YORK,,,012,Donations,,C00025379,,,,,,,2010,125.0,2009-03-25T00:00:00,DONATION,OTHER,,,P2011,,ORG,ORGANIZATION,PRIMARY,2011,412681,F3,29991942015,17,Operating Expenditures,4041420091113720755,2017-11-05T20:29:10.060320+00:00,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?29991942015,SIOUX FALLS,,,CITICARDS,SD,57117,,Q1,2009,SB,ITEMIZED DISBURSEMENTS,,4042520091114191594,2017-11-05T20:29:10.060320+00:00,SB17.9746,2010,C00025379
A,ADD,,,FRIENDS OF JOHN LAFALCE,,,,,,H,HOUSE,29,NY,NEW YORK,,,012,Donations,,C00025379,,,,,,,2010,100.0,2009-03-25T00:00:00,DONATION,OTHER,,,P2011,,ORG,ORGANIZATION,PRIMARY,2011,412681,F3,29991942016,17,Operating Expenditures,4041420091113720755,2017-11-05T20:29:10.060320+00:00,X,,,True,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?29991942016,UNCASVILLE,,,HAITI'S BACK PORCH,CT,06382,,Q1,2009,SB,ITEMIZED DISBURSEMENTS,,4042520091114191595,2017-11-05T20:29:10.060320+00:00,SB17.9747,2010,C00025379
A,ADD,,,FRIENDS OF JOHN LAFALCE,,,,,,H,HOUSE,29,NY,NEW YORK,,,011,Political Contributions,,C00025379,,,,,,,2010,500.0,2009-04-03T00:00:00,CONTRIBUTION,OTHER,,,P2011,,CCM,CAMPAIGN COMMITTEE,PRIMARY,2011,423793,F3,29934254938,17,Operating Expenditures,4071420091116297666,2017-11-05T20:29:10.060320+00:00,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?29934254938,BUFFALO,,,FRIENDS OF KATHY HOCHUL,NY,14201,,Q2,2009,SB,ITEMIZED DISBURSEMENTS,,4072520091116649945,2017-11-05T20:29:10.060320+00:00,SB17.9770,2010,C00025379
