committee_id,candidate_name,state_full,disbursement_date,disbursement_description,disbursement_amount,recipient_name,pdf_url,sub_id,two_years_after_office,two_years_after_last_election,after_death,TIMES_CATEGORY
C00336065,"REYNOLDS, THOMAS M",New York,2017-06-29 00:00:00,CONTRIBUTION,500.0,FASO FOR CONGRESS,http://docquery.fec.gov/cgi-bin/fecimg/?201707139066623591,4071420171418872424,True,False,False,political contribution/ties to lobbying industry
C00336065,"REYNOLDS, THOMAS M",New York,2017-06-29 00:00:00,NONFEDERAL CONTRIBUTION,300.0,JACOBS FOR SENATE,http://docquery.fec.gov/cgi-bin/fecimg/?201707139066623591,4071420171418872426,True,False,False,political contribution/ties to lobbying industry
C00336065,"REYNOLDS, THOMAS M",New York,2015-01-07 00:00:00,NONFEDERAL CONTRIBUTION,250.0,FRIENDS OF PETER SAVAGE III,http://docquery.fec.gov/cgi-bin/fecimg/?15951143154,4041520151241883375,True,False,False,political contribution/ties to lobbying industry
C00336065,"REYNOLDS, THOMAS M",New York,2017-07-20 00:00:00,CONTRIBUTION,1000.0,KATKO FOR CONGRESS,http://docquery.fec.gov/cgi-bin/fecimg/?201710139075652068,4101820171458530741,True,False,False,political contribution/ties to lobbying industry
C00336065,"REYNOLDS, THOMAS M",New York,2017-07-31 00:00:00,BANK FEE,6.5,KEY BANK,http://docquery.fec.gov/cgi-bin/fecimg/?201710139075652067,4101820171458530733,True,False,False,bank fees
C00336065,"REYNOLDS, THOMAS M",New York,2017-08-01 00:00:00,CONTRIBUTION,1000.0,THE COMMITTEE TO ELECT LYNDA TACHE,http://docquery.fec.gov/cgi-bin/fecimg/?201710139075652069,4101820171458530745,True,False,False,political contribution/ties to lobbying industry
C00336065,"REYNOLDS, THOMAS M",New York,2017-08-30 00:00:00,CHARITABLE CONTRIBUTION,100000.0,DAEMEN COLLEGE FOUNDATION,http://docquery.fec.gov/cgi-bin/fecimg/?201710139075652068,4101820171458530739,True,False,False,charitable donation
C00336065,"REYNOLDS, THOMAS M",New York,2017-08-31 00:00:00,BANK FEE,6.5,KEY BANK,http://docquery.fec.gov/cgi-bin/fecimg/?201710139075652067,4101820171458530735,True,False,False,bank fees
C00336065,"REYNOLDS, THOMAS M",New York,2017-09-28 00:00:00,CONTRIBUTION,500.0,RATCLIFFE FOR CONGRESS,http://docquery.fec.gov/cgi-bin/fecimg/?201710139075652068,4101820171458530743,True,False,False,political contribution/ties to lobbying industry
C00336065,"REYNOLDS, THOMAS M",New York,2017-09-29 00:00:00,BANK FEE,6.5,KEY BANK,http://docquery.fec.gov/cgi-bin/fecimg/?201710139075652067,4101820171458530737,True,False,False,bank fees
C00336065,"REYNOLDS, THOMAS M",New York,2015-02-13 00:00:00,CONTRIBUTION,500.0,VALUE IN ELECTING WOMEN POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?15951143155,4041520151241883377,True,False,False,political contribution/ties to lobbying industry
C00336065,"REYNOLDS, THOMAS M",New York,2015-02-26 00:00:00,NONFEDERAL CONTRIBUTION,1000.0,MAC PAC,http://docquery.fec.gov/cgi-bin/fecimg/?15951143154,4041520151241883376,True,False,False,political contribution/ties to lobbying industry
C00336065,"REYNOLDS, THOMAS M",New York,2015-03-02 00:00:00,CONTRIBUTION,500.0,DONOVAN FOR CONGRESS,http://docquery.fec.gov/cgi-bin/fecimg/?15951143154,4041520151241883374,True,False,False,political contribution/ties to lobbying industry
C00336065,"REYNOLDS, THOMAS M",New York,2015-05-11 00:00:00,NONFEDERAL CONTRIBUTION,250.0,LEGISLATIVE PILOTS ASSOCIATION,http://docquery.fec.gov/cgi-bin/fecimg/?201507159000122523,4071520151247129065,True,False,False,dues/memberships
C00336065,"REYNOLDS, THOMAS M",New York,2015-06-01 00:00:00,IN KIND MEMO-NONFEDERAL,684.0,MAC PAC,http://docquery.fec.gov/cgi-bin/fecimg/?201507159000122522,4071520151247129061,True,False,False,political contribution/ties to lobbying industry
C00336065,"REYNOLDS, THOMAS M",New York,2015-06-01 00:00:00,NONFEDERAL CONTRIBUTION,500.0,FRIENDS OF RAY WALTER,http://docquery.fec.gov/cgi-bin/fecimg/?201507159000122522,4071520151247129062,True,False,False,political contribution/ties to lobbying industry
C00336065,"REYNOLDS, THOMAS M",New York,2015-06-01 00:00:00,NONFEDERAL CONTRIBUTION,500.0,MIKE RANZENHOFER FOR STATE SENATE,http://docquery.fec.gov/cgi-bin/fecimg/?201507159000122524,4071520151247129068,True,False,False,political contribution/ties to lobbying industry
C00336065,"REYNOLDS, THOMAS M",New York,2015-06-15 00:00:00,CONTRIBUTION,500.0,MARTHA ROBY FOR CONGRESS,http://docquery.fec.gov/cgi-bin/fecimg/?201507159000122524,4071520151247129067,True,False,False,political contribution/ties to lobbying industry
C00336065,"REYNOLDS, THOMAS M",New York,2015-06-15 00:00:00,CONTRIBUTION,250.0,RICHARD HANNA FOR CONGRESS COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?201507159000122525,4071520151247129069,True,False,False,political contribution/ties to lobbying industry
C00336065,"REYNOLDS, THOMAS M",New York,2015-06-18 00:00:00,NONFEDERAL CONTRIBUTION,250.0,JUDGE BILL TAYLOR FOR SUPREME COURT,http://docquery.fec.gov/cgi-bin/fecimg/?201507159000122523,4071520151247129064,True,False,False,political contribution/ties to lobbying industry
C00336065,"REYNOLDS, THOMAS M",New York,2015-06-25 00:00:00,CONTRIBUTION,1000.0,FRIENDS OF ROY BLUNT,http://docquery.fec.gov/cgi-bin/fecimg/?201507159000122523,4071520151247129063,True,False,False,political contribution/ties to lobbying industry
C00336065,"REYNOLDS, THOMAS M",New York,2015-06-25 00:00:00,CONTRIBUTION,1000.0,LYNN JENKINS FOR CONGRESS,http://docquery.fec.gov/cgi-bin/fecimg/?201507159000122524,4071520151247129066,True,False,False,political contribution/ties to lobbying industry
