amendment_indicator,amendment_indicator_desc,back_reference_schedule_id,back_reference_transaction_id,beneficiary_committee_name,candidate_first_name,candidate_id,candidate_last_name,candidate_middle_name,candidate_name,candidate_office,candidate_office_description,candidate_office_district,candidate_office_state,candidate_office_state_full,candidate_prefix,candidate_suffix,category_code,category_code_full,comm_dt,committee_id,conduit_committee_city,conduit_committee_name,conduit_committee_state,conduit_committee_street1,conduit_committee_street2,conduit_committee_zip,cycle,disbursement_amount,disbursement_date,disbursement_description,disbursement_purpose_category,disbursement_type,disbursement_type_description,election_type,election_type_full,entity_type,entity_type_desc,fec_election_type_desc,fec_election_year,file_number,filing_form,image_number,line_number,line_number_label,link_id,load_date,memo_code,memo_code_full,memo_text,memoed_subtotal,national_committee_nonfederal_account,original_sub_id,payee_employer,payee_first_name,payee_last_name,payee_middle_name,payee_occupation,payee_prefix,payee_suffix,pdf_url,recipient_city,recipient_committee,recipient_committee_id,recipient_name,recipient_state,recipient_zip,ref_disp_excess_flg,report_type,report_year,schedule_type,schedule_type_full,semi_annual_bundled_refund,sub_id,timestamp,transaction_id,two_year_transaction_period,unused_recipient_committee_id
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00544676,,,,,,,2014,150.0,2013-05-03T00:00:00,REFUND: TO REFUND CONTRIBUTION RECEIVED,OTHER,,,P,2014,,,PRIMARY,,1001238,F3,14021233386,20A,Refunds of Contributions to Individuals/Persons Other Than Political Committees,1060420150017600632,2017-11-05T20:29:10.060320+00:00,,,,False,,2040720151241721668,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?14021233386,CORDELE,,,CRENSHAW PROPERTIES,GA,310151515,,Q2,2013,SB,ITEMIZED DISBURSEMENTS,0.0,1060920150017603744,2017-11-05T20:29:10.060320+00:00,,2014,
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00544676,,,,,,,2014,100.0,2013-05-03T00:00:00,REFUND: TO REFUND CONTRIBUTION RECEIVED,OTHER,,,P,2014,,,PRIMARY,,1001238,F3,14021233386,20A,Refunds of Contributions to Individuals/Persons Other Than Political Committees,1060420150017600632,2017-11-05T20:29:10.060320+00:00,,,,False,,2040720151241721669,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?14021233386,VALDOSTA,,,"DAME WALKER HUGHES & CO., LLC",GA,316042270,,Q2,2013,SB,ITEMIZED DISBURSEMENTS,0.0,1060920150017603745,2017-11-05T20:29:10.060320+00:00,,2014,
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00544676,,,,,,,2014,16144.01,2013-05-08T00:00:00,REIMBURSEMENT: SEE BELOW,OTHER,,,P,2014,IND,INDIVIDUAL,PRIMARY,,1001238,F3,14021233360,17,Operating Expenditures,1060420150017600632,2017-11-05T20:29:10.060320+00:00,,,,False,,2040720151241721590,,JACK,KINGSTON,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?14021233360,SAVANNAH,,,"KINGSTON, JACK",GA,314065204,,Q2,2013,SB,ITEMIZED DISBURSEMENTS,0.0,1060920150017603605,2017-11-05T20:29:10.060320+00:00,,2014,
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00544676,,,,,,,2014,220.29,2013-05-08T00:00:00,002 MILEAGE,OTHER,,,P,2014,IND,INDIVIDUAL,PRIMARY,,1001238,F3,14021233360,17,Operating Expenditures,1060420150017600632,2017-11-05T20:29:10.060320+00:00,X,,[MEMO ITEM],True,,2040720151241721591,,JACK,KINGSTON,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?14021233360,SAVANNAH,,,"KINGSTON, JACK",GA,314065204,,Q2,2013,SB,ITEMIZED DISBURSEMENTS,0.0,1060920150017603606,2017-11-05T20:29:10.060320+00:00,,2014,
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00544676,,,,,,,2014,11.0,2013-05-08T00:00:00,002 PARKING,OTHER,,,P,2014,,,PRIMARY,,1001238,F3,14021233361,17,Operating Expenditures,1060420150017600632,2017-11-05T20:29:10.060320+00:00,X,,[MEMO ITEM],True,,2040720151241721593,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?14021233361,WASHINGTON,,,COLONIAL PARKING,DC,200371404,,Q2,2013,SB,ITEMIZED DISBURSEMENTS,0.0,1060920150017603607,2017-11-05T20:29:10.060320+00:00,,2014,
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00544676,,,,,,,2014,501.0,2013-05-08T00:00:00,004 SPONSORSHIP,OTHER,,,P,2014,,,PRIMARY,,1001238,F3,14021233361,17,Operating Expenditures,1060420150017600632,2017-11-05T20:29:10.060320+00:00,X,,[MEMO ITEM],True,,2040720151241721594,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?14021233361,SAVANNAH,,,FORSYTH FARMERS MARKET,GA,314016440,,Q2,2013,SB,ITEMIZED DISBURSEMENTS,0.0,1060920150017603608,2017-11-05T20:29:10.060320+00:00,,2014,
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00544676,,,,,,,2014,4.21,2013-05-08T00:00:00,002 MEALS,TRAVEL,,,P,2014,,,PRIMARY,,1001238,F3,14021233362,17,Operating Expenditures,1060420150017600632,2017-11-05T20:29:10.060320+00:00,X,,[MEMO ITEM],True,,2040720151241721595,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?14021233362,MARIETTA,,,EUREST DINING SERVICES,GA,30067,,Q2,2013,SB,ITEMIZED DISBURSEMENTS,0.0,1060920150017603609,2017-11-05T20:29:10.060320+00:00,,2014,
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00544676,,,,,,,2014,46.0,2013-05-08T00:00:00,001 POSTAGE,ADMINISTRATIVE,,,P,2014,,,PRIMARY,,1001238,F3,14021233362,17,Operating Expenditures,1060420150017600632,2017-11-05T20:29:10.060320+00:00,X,,[MEMO ITEM],True,,2040720151241721596,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?14021233362,SAVANNAH,,,UNITED STATES POSTAL SERVICE,GA,314060000,,Q2,2013,SB,ITEMIZED DISBURSEMENTS,0.0,1060920150017603610,2017-11-05T20:29:10.060320+00:00,,2014,
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00544676,,,,,,,2014,1175.0,2013-05-08T00:00:00,003 CATERING,FUNDRAISING,,,P,2014,,,PRIMARY,,1001238,F3,14021233362,17,Operating Expenditures,1060420150017600632,2017-11-05T20:29:10.060320+00:00,X,,[MEMO ITEM],True,,2040720151241721597,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?14021233362,WASHINGTON,,,FEDERAL CITY CATERERS,DC,200054632,,Q2,2013,SB,ITEMIZED DISBURSEMENTS,0.0,1060920150017603611,2017-11-05T20:29:10.060320+00:00,,2014,
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00544676,,,,,,,2014,140.81,2013-05-08T00:00:00,003 FUNDRAISER - BEVERAGE,OTHER,,,P,2014,,,PRIMARY,,1001238,F3,14021233363,17,Operating Expenditures,1060420150017600632,2017-11-05T20:29:10.060320+00:00,X,,[MEMO ITEM],True,,2040720151241721598,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?14021233363,WASHINGTON,,,SCHNEIDER'S LIQUOR,DC,200025702,,Q2,2013,SB,ITEMIZED DISBURSEMENTS,0.0,1060920150017603612,2017-11-05T20:29:10.060320+00:00,,2014,
