amendment_indicator,amendment_indicator_desc,back_reference_schedule_id,back_reference_transaction_id,beneficiary_committee_name,candidate_first_name,candidate_id,candidate_last_name,candidate_middle_name,candidate_name,candidate_office,candidate_office_description,candidate_office_district,candidate_office_state,candidate_office_state_full,candidate_prefix,candidate_suffix,category_code,category_code_full,comm_dt,committee_id,conduit_committee_city,conduit_committee_name,conduit_committee_state,conduit_committee_street1,conduit_committee_street2,conduit_committee_zip,cycle,disbursement_amount,disbursement_date,disbursement_description,disbursement_purpose_category,disbursement_type,disbursement_type_description,election_type,election_type_full,entity_type,entity_type_desc,fec_election_type_desc,fec_election_year,file_number,filing_form,image_number,line_number,line_number_label,link_id,load_date,memo_code,memo_code_full,memo_text,memoed_subtotal,national_committee_nonfederal_account,original_sub_id,payee_employer,payee_first_name,payee_last_name,payee_middle_name,payee_occupation,payee_prefix,payee_suffix,pdf_url,recipient_city,recipient_committee,recipient_committee_id,recipient_name,recipient_state,recipient_zip,ref_disp_excess_flg,report_type,report_year,schedule_type,schedule_type_full,semi_annual_bundled_refund,sub_id,timestamp,transaction_id,two_year_transaction_period,unused_recipient_committee_id
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00239038,,,,,,,1998,5000.0,1997-06-05T00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTIONS,24K,CONTRIBUTION MADE TO NON-AFFILIATED,P,PRIMARY,,,PRIMARY,,,F3,97032153284,,,3040320021023210674,2017-11-05T20:29:10.060320+00:00,,,CONTRIBUTION MADE TO NON-AFFILIATED,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?97032153284,WASHINGTON,"{'cycles': [2008, 1980, 1996, 1990, 1982, 2016, 1992, 2012, 2010, 1976, 2014, 2006, 1986, 1984, 2004, 2002, 1998, 2000, 1978, 2018, 1988, 1994], 'street_2': '.', 'state': 'DC', 'organization_type': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'city': 'WASHINGTON', 'committee_type': 'Y', 'organization_type_full': None, 'committee_type_full': 'Party - Qualified', 'designation_full': 'Unauthorized', 'designation': 'U', 'candidate_ids': [], 'street_1': '430 SOUTH CAPITOL STREET', 'cycle': 1998, 'treasurer_name': 'MATTHEW H. ANGLE', 'committee_id': 'C00000935', 'state_full': 'District Of Columbia', 'zip': '20003', 'name': 'DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE'}",C00000935,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,DC,20003,,MY,1997,SB,ITEMIZED DISBURSEMENTS,,3062020110012566005,2017-11-05T20:29:10.060320+00:00,,1998,C00000935
N,NO CHANGE,,,,LOIS,H8CA22089,CAPPS,,"CAPPS, LOIS",H,HOUSE,22,CA,CALIFORNIA ,,,,,,C00239038,,,,,,,1998,1000.0,1998-02-27T00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTIONS,24K,CONTRIBUTION MADE TO NON-AFFILIATED,P,PRIMARY,,,PRIMARY,,,F3,98032992294,,,3040320021023222965,2017-11-05T20:29:10.060320+00:00,,,CONTRIBUTION MADE TO NON-AFFILIATED,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?98032992294,SANTA BARBARA,"{'cycles': [2008, 2000, 1998, 2002, 2006, 2014, 2012, 2018, 2004, 2016, 2010], 'street_2': None, 'state': 'CA', 'organization_type': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'city': 'SANTA BARBARA', 'committee_type': 'H', 'organization_type_full': None, 'committee_type_full': 'House', 'designation_full': 'Principal campaign committee', 'designation': 'P', 'candidate_ids': ['H8CA22089'], 'street_1': 'POST OFFICE BOX 23940', 'cycle': 1998, 'treasurer_name': 'DAVID POWDRELL', 'committee_id': 'C00331389', 'state_full': 'California', 'zip': '93121', 'name': 'FRIENDS OF LOIS CAPPS'}",C00331389,FRIENDS OF LOIS CAPPS,CA,93121,,Q1,1998,SB,ITEMIZED DISBURSEMENTS,,3062020110012287001,2017-11-05T20:29:10.060320+00:00,,1998,C00331389
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00239038,,,,,,,1998,1000.0,1998-04-02T00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTIONS,24K,CONTRIBUTION MADE TO NON-AFFILIATED,P,PRIMARY,,,PRIMARY,,,F3,98033122677,,,3040320021023212582,2017-11-05T20:29:10.060320+00:00,,,CONTRIBUTION MADE TO NON-AFFILIATED,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?98033122677,WASHINGTON,"{'cycles': [2018, 2006, 2012, 2016, 2008, 1996, 2004, 2010, 1998, 2000, 2002, 2014], 'street_2': None, 'state': 'DC', 'organization_type': None, 'party': None, 'party_full': None, 'city': 'WASHINGTON', 'committee_type': 'Q', 'organization_type_full': None, 'committee_type_full': 'PAC - Qualified', 'designation_full': 'Unauthorized', 'designation': 'U', 'candidate_ids': [], 'street_1': '1001 PENNSYLVANIA AVE NW STE 350N', 'cycle': 1998, 'treasurer_name': 'COLLIN C PETERSON', 'committee_id': 'C00305318', 'state_full': 'District Of Columbia', 'zip': '20004', 'name': 'BLUE DOG POLITICAL ACTION COMMITTEE'}",C00305318,BLUE DOG POLITICAL ACTION COMMITTEE,DC,20004,,12P,1998,SB,ITEMIZED DISBURSEMENTS,,3062020110012583094,2017-11-05T20:29:10.060320+00:00,,1998,C00305318
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00239038,,,,,,,1998,1000.0,1998-05-28T00:00:00,CONTRIBUTION REF TO INDIVIDUAL,REFUNDS,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,P,PRIMARY,,,PRIMARY,,,F3,98033340655,,,3040320021023212581,2017-11-05T20:29:10.060320+00:00,,,CONTRIBUTION REF TO INDIVIDUAL,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?98033340655,HUNTSVILLE,,,"GRISHAM, BETTY R",AL,35801,,Q2,1998,SB,ITEMIZED DISBURSEMENTS,,3062020110012464248,2017-11-05T20:29:10.060320+00:00,,1998,
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00239038,,,,,,,1998,500.0,1998-05-28T00:00:00,CONTRIBUTION REF TO INDIVIDUAL,REFUNDS,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,P,PRIMARY,,,PRIMARY,,,F3,98033340655,,,3040320021023212581,2017-11-05T20:29:10.060320+00:00,,,CONTRIBUTION REF TO INDIVIDUAL,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?98033340655,HUNTSVILLE,,,"SCHNEIDER, JOSEPH F",AL,35801,,Q2,1998,SB,ITEMIZED DISBURSEMENTS,,3062020110012480282,2017-11-05T20:29:10.060320+00:00,,1998,
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00239038,,,,,,,1998,1000.0,1998-05-28T00:00:00,CONTRIBUTION REF TO INDIVIDUAL,REFUNDS,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,P,PRIMARY,,,PRIMARY,,,F3,98033340655,,,3040320021023212581,2017-11-05T20:29:10.060320+00:00,,,CONTRIBUTION REF TO INDIVIDUAL,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?98033340655,MONTGOMERY,,,"MCGREGOR, MILTON",AL,36104,,Q2,1998,SB,ITEMIZED DISBURSEMENTS,,3062020110012495306,2017-11-05T20:29:10.060320+00:00,,1998,
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00239038,,,,,,,1998,1000.0,1998-05-28T00:00:00,CONTRIBUTION REF TO INDIVIDUAL,REFUNDS,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,P,PRIMARY,,,PRIMARY,,,F3,98033340655,,,3040320021023212581,2017-11-05T20:29:10.060320+00:00,,,CONTRIBUTION REF TO INDIVIDUAL,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?98033340655,MONTGOMERY,,,"DAKIN, MILO",AL,36104,,Q2,1998,SB,ITEMIZED DISBURSEMENTS,,3062020110012518891,2017-11-05T20:29:10.060320+00:00,,1998,
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00239038,,,,,,,1998,100.0,1998-05-28T00:00:00,CONTRIBUTION REF TO INDIVIDUAL,REFUNDS,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,P,PRIMARY,,,PRIMARY,,,F3,98033340655,,,3040320021023212581,2017-11-05T20:29:10.060320+00:00,,,CONTRIBUTION REF TO INDIVIDUAL,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?98033340655,HUNTSVILLE,,,"HEATH, ROBERT H",AL,35801,,Q2,1998,SB,ITEMIZED DISBURSEMENTS,,3062020110012544109,2017-11-05T20:29:10.060320+00:00,,1998,
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00239038,,,,,,,1998,1000.0,1998-07-20T00:00:00,CONTRIBUTION REF TO INDIVIDUAL,REFUNDS,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,G,GENERAL,,,GENERAL,,,F3,98033710895,,,3040320021023212580,2017-11-05T20:29:10.060320+00:00,,,CONTRIBUTION REF TO INDIVIDUAL,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?98033710895,STEVENSON,,,"HICKS, R D",AL,35772,,Q3,1998,SB,ITEMIZED DISBURSEMENTS,,3062020110012416523,2017-11-05T20:29:10.060320+00:00,,1998,
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00239038,,,,,,,1998,200.0,1998-10-28T00:00:00,CONTRIBUTION REF TO INDIVIDUAL,REFUNDS,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,G,GENERAL,,,GENERAL,,,F3,98034072388,,,3040320021023211759,2017-11-05T20:29:10.060320+00:00,,,CONTRIBUTION REF TO INDIVIDUAL,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?98034072388,SCOTTSBORO,,,"BERRY, KATHY",AL,35769,,30G,1998,SB,ITEMIZED DISBURSEMENTS,,3062020110012468670,2017-11-05T20:29:10.060320+00:00,,1998,
