committee_id,candidate_name,state_full,disbursement_date,disbursement_description,disbursement_amount,recipient_name,pdf_url,sub_id,two_years_after_office,two_years_after_last_election,after_death,TIMES_CATEGORY
C00223297,"COX, CHRISTOPHER HON.",California,2013-02-26 00:00:00,STORAGE,855.85,STORAGE WEST,http://docquery.fec.gov/cgi-bin/fecimg/?13961604997,4041720131187419553,True,False,False,storage
C00223297,"COX, CHRISTOPHER HON.",California,2013-07-26 00:00:00,CONTRIBUTION,2600.0, QUIN HILLYER FOR CONGRESS,http://docquery.fec.gov/cgi-bin/fecimg/?13964679656,4102420131197899858,True,False,False,political contribution
C00223297,"COX, CHRISTOPHER HON.",California,2014-01-21 00:00:00,CONTRIBUTION,5000.0,GOPAC,http://docquery.fec.gov/cgi-bin/fecimg/?14960799265,4042520141212104933,True,False,False,political contribution
C00223297,"COX, CHRISTOPHER HON.",California,2014-01-24 00:00:00,STORAGE,840.85,STORAGE WEST,http://docquery.fec.gov/cgi-bin/fecimg/?14960799264,4042520141212104929,True,False,False,storage
C00223297,"COX, CHRISTOPHER HON.",California,2014-02-03 00:00:00,POST BOX RENTAL,175.0,UPS STORE,http://docquery.fec.gov/cgi-bin/fecimg/?14960799264,4042520141212104930,True,False,False,office: postage/shipping
C00223297,"COX, CHRISTOPHER HON.",California,2014-03-31 00:00:00,CONTRIBUTION,1000.0,BILL BROUGH FOR STATE ASSEMBLY 2014,http://docquery.fec.gov/cgi-bin/fecimg/?14960799265,4042520141212104931,True,False,False,political contribution
C00223297,"COX, CHRISTOPHER HON.",California,2014-03-31 00:00:00,IN-KIND FOOD AND BEVERAGES FOR EVENT,1380.0,COMMITTEE TO RE-ELECT CONGRESSMAN DANA ROHRABACHER,http://docquery.fec.gov/cgi-bin/fecimg/?14960799265,4042520141212104932,True,False,False,events
C00223297,"COX, CHRISTOPHER HON.",California,2014-07-01 00:00:00,SCANNING FOR ARCHIVAL DOCUMENTS,2523.38,BEST BUY,http://docquery.fec.gov/cgi-bin/fecimg/?15950392878,4013120151237687552,True,False,False,computer equipment/tablets
C00223297,"COX, CHRISTOPHER HON.",California,2014-10-24 00:00:00,CONTRIBUTION,40000.0,U.S. CAPITOL HISTORICAL SOCIETY,http://docquery.fec.gov/cgi-bin/fecimg/?15950393116,4020520151238145557,True,False,False,charitable donation
C00223297,"COX, CHRISTOPHER HON.",California,2014-12-17 00:00:00,CONTRIBUTION,5000.0,PACIFIC RESEARCH INSTITUTE,http://docquery.fec.gov/cgi-bin/fecimg/?15950393116,4020520151238145556,True,False,False,charitable donation
C00223297,"COX, CHRISTOPHER HON.",California,2014-12-19 00:00:00,STORAGE,1042.8,STORAGE WEST,http://docquery.fec.gov/cgi-bin/fecimg/?15950393115,4020520151238145555,True,False,False,storage
C00223297,"COX, CHRISTOPHER HON.",California,2010-09-28 00:00:00,CONTRIBUTION,1000.0,WALTERS FOR TREASURER 2010,http://docquery.fec.gov/cgi-bin/fecimg/?10931543654,4110520101131249865,True,False,False,political contribution
C00223297,"COX, CHRISTOPHER HON.",California,2010-10-20 00:00:00,STORAGE,938.0,STORAGE WEST,http://docquery.fec.gov/cgi-bin/fecimg/?11930242732,4030220111136694696,True,False,False,storage
C00223297,"COX, CHRISTOPHER HON.",California,2009-05-29 00:00:00,CONGRESSIONAL EVENT,500.0,C&M 60TH ANNIVERSARY,http://docquery.fec.gov/cgi-bin/fecimg/?29934284989,4072020091116468149,True,False,False,events
C00223297,"COX, CHRISTOPHER HON.",California,2009-06-08 00:00:00,STORAGE,618.0,STORAGE WEST,http://docquery.fec.gov/cgi-bin/fecimg/?29934284988,4072020091116468148,True,False,False,storage
C00223297,"COX, CHRISTOPHER HON.",California,2010-02-10 00:00:00,CONTRIBUTION,2400.0,PORTMAN FOR SENATE COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?10990432162,4040820101125115847,True,False,False,political contribution
C00223297,"COX, CHRISTOPHER HON.",California,2010-02-11 00:00:00,STORAGE,618.0,STORAGE WEST,http://docquery.fec.gov/cgi-bin/fecimg/?10990432161,4040820101125115846,True,False,False,storage
C00223297,"COX, CHRISTOPHER HON.",California,2010-04-05 00:00:00,CONTRIBUTION,30000.0,U.S. CAPITOL HISTORICAL SOCIETY,http://docquery.fec.gov/cgi-bin/fecimg/?10990868600,4071520101127491145,True,False,False,charitable donation
C00223297,"COX, CHRISTOPHER HON.",California,2010-04-23 00:00:00,CONTRIBUTION,1000.0,CHRIS COX FOR CONGRESS,http://docquery.fec.gov/cgi-bin/fecimg/?10990868600,4071520101127491144,True,False,False,political contribution: to family
C00223297,"COX, CHRISTOPHER HON.",California,2010-07-28 00:00:00,CONTRIBUTION,500.0,FRIENDS OF JACK KINGSTON,http://docquery.fec.gov/cgi-bin/fecimg/?10931543654,4110520101131249863,True,False,False,political contribution
C00223297,"COX, CHRISTOPHER HON.",California,2010-09-17 00:00:00,CONTRIBUTION,1000.0,STEVE COOLEY FOR ATTORNEY GENERAL 2010,http://docquery.fec.gov/cgi-bin/fecimg/?10931543654,4110520101131249864,True,False,False,political contribution
C00223297,"COX, CHRISTOPHER HON.",California,2010-10-22 00:00:00,CONTRIBUTION,2400.0,CARLY FOR CALIFORNIA INC,http://docquery.fec.gov/cgi-bin/fecimg/?11930242733,4030220111136694698,True,False,False,political contribution
C00223297,"COX, CHRISTOPHER HON.",California,2010-10-27 00:00:00,CONTRIBUTION,2500.0,GOPAC,http://docquery.fec.gov/cgi-bin/fecimg/?11930242734,4030220111136694700,True,False,False,political contribution
C00223297,"COX, CHRISTOPHER HON.",California,2010-10-28 00:00:00,CONTRIBUTION,1000.0,WALTERS FOR TREASURER 2010,http://docquery.fec.gov/cgi-bin/fecimg/?11930242734,4030220111136694701,True,False,False,political contribution
C00223297,"COX, CHRISTOPHER HON.",California,2010-10-29 00:00:00,CONTRIBUTION,500.0,ALLEN MANSOOR FOR ASSEMBLY,http://docquery.fec.gov/cgi-bin/fecimg/?11930242733,4030220111136694697,True,False,False,political contribution
C00223297,"COX, CHRISTOPHER HON.",California,2010-12-01 00:00:00,CONTRIBUTION,1000.0,COMMITTEE TO RE-ELECT CONGRESSMAN,http://docquery.fec.gov/cgi-bin/fecimg/?11930242733,4030220111136694699,True,False,False,political contribution
C00223297,"COX, CHRISTOPHER HON.",California,2017-05-19 00:00:00,STORAGE,608.3,STORAGE WEST,http://docquery.fec.gov/cgi-bin/fecimg/?201707169066749797,4071720171418929429,True,False,False,storage
C00223297,"COX, CHRISTOPHER HON.",California,2017-06-23 00:00:00,CONTRIBUTION,1000.0,"ROHRABACHER FOR CONGRESS, DANA",http://docquery.fec.gov/cgi-bin/fecimg/?201707169066749798,4071720171418929431,True,False,False,political contribution
C00223297,"COX, CHRISTOPHER HON.",California,2011-04-28 00:00:00,CONTRIBUTION,100000.0,PACIFIC RESEARCH INSTITUTE,http://docquery.fec.gov/cgi-bin/fecimg/?11931938540,4080120111141862847,True,False,False,charitable donation
C00223297,"COX, CHRISTOPHER HON.",California,2012-01-23 00:00:00,INTEREST,901.0,STORAGE WEST,http://docquery.fec.gov/cgi-bin/fecimg/?12970950301,4042020121155066195,True,False,False,storage
C00223297,"COX, CHRISTOPHER HON.",California,2012-03-13 00:00:00,CONTRIBUTION,1000.0,ALAN JACKSON FOR DISTRICT ATTORNEY 2012,http://docquery.fec.gov/cgi-bin/fecimg/?12970950302,4042020121155066196,True,False,False,political contribution
C00223297,"COX, CHRISTOPHER HON.",California,2012-04-23 00:00:00,CONTRIBUTION,2500.0,DAVID MCINTOSH FOR INDIANA,http://docquery.fec.gov/cgi-bin/fecimg/?12952584055,4072520121159782808,True,False,False,political contribution
