amendment_indicator,amendment_indicator_desc,back_reference_schedule_id,back_reference_transaction_id,beneficiary_committee_name,candidate_first_name,candidate_id,candidate_last_name,candidate_middle_name,candidate_name,candidate_office,candidate_office_description,candidate_office_district,candidate_office_state,candidate_office_state_full,candidate_prefix,candidate_suffix,category_code,category_code_full,comm_dt,committee_id,conduit_committee_city,conduit_committee_name,conduit_committee_state,conduit_committee_street1,conduit_committee_street2,conduit_committee_zip,cycle,disbursement_amount,disbursement_date,disbursement_description,disbursement_purpose_category,disbursement_type,disbursement_type_description,election_type,election_type_full,entity_type,entity_type_desc,fec_election_type_desc,fec_election_year,file_number,filing_form,image_number,line_number,line_number_label,link_id,load_date,memo_code,memo_code_full,memo_text,memoed_subtotal,national_committee_nonfederal_account,original_sub_id,payee_employer,payee_first_name,payee_last_name,payee_middle_name,payee_occupation,payee_prefix,payee_suffix,pdf_url,recipient_city,recipient_committee,recipient_committee_id,recipient_name,recipient_state,recipient_zip,ref_disp_excess_flg,report_type,report_year,schedule_type,schedule_type_full,semi_annual_bundled_refund,sub_id,timestamp,transaction_id,two_year_transaction_period,unused_recipient_committee_id
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00265157,,,,,,,1998,5000.0,1998-01-05T00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTIONS,24K,CONTRIBUTION MADE TO NON-AFFILIATED,P,PRIMARY,,,PRIMARY,,,F3,98032943105,,,3040320021023226626,2017-11-05T20:29:10.060320+00:00,,,CONTRIBUTION MADE TO NON-AFFILIATED,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?98032943105,WASHINGTON,"{'cycles': [1978, 1988, 1976, 2004, 1998, 1990, 1980, 2000, 1984, 1986, 1992, 1996, 1994, 1982, 2002], 'street_2': '.', 'state': 'DC', 'organization_type': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'city': 'WASHINGTON', 'committee_type': 'Y', 'committee_id': 'C00002931', 'committee_type_full': 'Party - Qualified', 'designation_full': 'Unauthorized', 'name': 'NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE CONTRIBUTIONS', 'cycle': 1998, 'street_1': '320 FIRST STREET', 'candidate_ids': [], 'treasurer_name': 'DONNA M ANDERSON', 'organization_type_full': None, 'state_full': 'District Of Columbia', 'zip': '20003', 'designation': 'U'}",C00002931,NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE CONTRIBUTIONS,DC,20003,,Q1,1998,SB,ITEMIZED DISBURSEMENTS,,3062020110012166021,2017-11-05T20:29:10.060320+00:00,,1998,C00002931
A,ADD,,,,,,,,,,,,,,,,,,,C00265157,,,,,,,1998,1000.0,1998-07-23T00:00:00,CONTRIBUTION REF TO INDIVIDUAL,REFUNDS,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,G,GENERAL,,,GENERAL,,,F3,99034260122,,,3040320021023215814,2017-11-05T20:29:10.060320+00:00,,,CONTRIBUTION REF TO INDIVIDUAL,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?99034260122,SALINE,,,"WERDERITSCH, ANTHONY",MI,48176,,30G,1998,SB,ITEMIZED DISBURSEMENTS,,3062020110012118660,2017-11-05T20:29:10.060320+00:00,,1998,
A,ADD,,,,,,,,,,,,,,,,,,,C00265157,,,,,,,1998,1000.0,1998-08-03T00:00:00,CONTRIBUTION REF TO INDIVIDUAL,REFUNDS,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,G,GENERAL,,,GENERAL,,,F3,99034260123,,,3040320021023215814,2017-11-05T20:29:10.060320+00:00,,,CONTRIBUTION REF TO INDIVIDUAL,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?99034260123,SALINE,,,"WERDERITSCH, PATRICIA",MI,48176,,30G,1998,SB,ITEMIZED DISBURSEMENTS,,3062020110012138599,2017-11-05T20:29:10.060320+00:00,,1998,
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00265157,,,,,,,1996,50.0,1995-08-17T00:00:00,CONTRIBUTION REF TO INDIVIDUAL,REFUNDS,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,P,PRIMARY,,,PRIMARY,,,F3,96015893201,,,3040120021023042645,2017-11-05T20:29:10.060320+00:00,,,CONTRIBUTION REF TO INDIVIDUAL,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?96015893201,HILLSDALE,,,"MACRITCHIE, BILL",MI,49242,,YE,1995,SB,ITEMIZED DISBURSEMENTS,,3062020110012560143,2017-11-05T20:29:10.060320+00:00,,1996,
N,NO CHANGE,,,,RICHARD R,H2MI08048,CHRYSLER,,"CHRYSLER, RICHARD R",H,HOUSE,08,MI,MICHIGAN,,,,,,C00265157,,,,,,,1996,1000.0,1996-10-14T00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTIONS,24K,CONTRIBUTION MADE TO NON-AFFILIATED,G,GENERAL,,,GENERAL,,,F3,96031223736,,,3040120021023035139,2017-11-05T20:29:10.060320+00:00,,,CONTRIBUTION MADE TO NON-AFFILIATED,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?96031223736,BRIGHTON,"{'cycles': [1998, 2002, 1992, 2000, 1994, 1996], 'street_2': None, 'state': 'MI', 'organization_type': None, 'party': None, 'party_full': None, 'city': 'BRIGHTON', 'committee_type': 'H', 'organization_type_full': None, 'committee_type_full': 'House', 'designation_full': 'Principal campaign committee', 'name': 'DICK CHRYSLER FOR CONGRESS', 'cycle': 1996, 'street_1': '8485 HILTON ROAD', 'candidate_ids': ['H2MI08048'], 'treasurer_name': 'MR MARK BURZYCH', 'committee_id': 'C00267443', 'state_full': 'Michigan', 'zip': '48116', 'designation': 'P'}",C00267443,DICK CHRYSLER FOR CONGRESS,MI,48116,,12G,1996,SB,ITEMIZED DISBURSEMENTS,,3062020110012411112,2017-11-05T20:29:10.060320+00:00,,1996,C00267443
N,NO CHANGE,,,,RICHARD R,H2MI08048,CHRYSLER,,"CHRYSLER, RICHARD R",H,HOUSE,08,MI,MICHIGAN,,,,,,C00265157,,,,,,,1996,1000.0,1996-10-14T00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTIONS,24K,CONTRIBUTION MADE TO NON-AFFILIATED,P,PRIMARY,,,PRIMARY,,,F3,96031223736,,,3040120021023035139,2017-11-05T20:29:10.060320+00:00,,,CONTRIBUTION MADE TO NON-AFFILIATED,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?96031223736,BRIGHTON,"{'cycles': [1998, 2002, 1992, 2000, 1994, 1996], 'street_2': None, 'state': 'MI', 'organization_type': None, 'party': None, 'party_full': None, 'city': 'BRIGHTON', 'committee_type': 'H', 'organization_type_full': None, 'committee_type_full': 'House', 'designation_full': 'Principal campaign committee', 'name': 'DICK CHRYSLER FOR CONGRESS', 'cycle': 1996, 'street_1': '8485 HILTON ROAD', 'candidate_ids': ['H2MI08048'], 'treasurer_name': 'MR MARK BURZYCH', 'committee_id': 'C00267443', 'state_full': 'Michigan', 'zip': '48116', 'designation': 'P'}",C00267443,DICK CHRYSLER FOR CONGRESS,MI,48116,,12G,1996,SB,ITEMIZED DISBURSEMENTS,,3062020110012527925,2017-11-05T20:29:10.060320+00:00,,1996,C00267443
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00265157,,,,,,,1996,3000.0,1996-10-15T00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTIONS,24K,CONTRIBUTION MADE TO NON-AFFILIATED,G,GENERAL,,,GENERAL,,,F3,96031223737,,,3040120021023035139,2017-11-05T20:29:10.060320+00:00,,,CONTRIBUTION MADE TO NON-AFFILIATED,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?96031223737,WASHINGTON,"{'cycles': [1978, 1988, 1976, 2004, 1998, 1990, 1980, 2000, 1984, 1986, 1992, 1996, 1994, 1982, 2002], 'street_2': '.', 'state': 'DC', 'organization_type': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'city': 'WASHINGTON', 'committee_type': 'Y', 'organization_type_full': None, 'committee_type_full': 'Party - Qualified', 'designation_full': 'Unauthorized', 'name': 'NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE CONTRIBUTIONS', 'cycle': 1996, 'street_1': '320 FIRST STREET', 'candidate_ids': [], 'treasurer_name': 'DONNA SINGLETON', 'committee_id': 'C00002931', 'state_full': 'District Of Columbia', 'zip': '20003', 'designation': 'U'}",C00002931,NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE CONTRIBUTIONS,DC,20003,,12G,1996,SB,ITEMIZED DISBURSEMENTS,,3062020110012481141,2017-11-05T20:29:10.060320+00:00,,1996,C00002931
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00265157,,,,,,,1996,25.0,1996-10-31T00:00:00,CONTRIBUTION REF TO INDIVIDUAL,REFUNDS,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,G,GENERAL,,,GENERAL,,,F3,96031492470,,,3040120021023033666,2017-11-05T20:29:10.060320+00:00,,,CONTRIBUTION REF TO INDIVIDUAL,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?96031492470,HOMER,,,"PETREDEAN, ANN",MI,49245,,30G,1996,SB,ITEMIZED DISBURSEMENTS,,3062020110012377403,2017-11-05T20:29:10.060320+00:00,,1996,
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00265157,,,,,,,1996,125.0,1996-10-31T00:00:00,CONTRIBUTION REF TO INDIVIDUAL,REFUNDS,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,G,GENERAL,,,GENERAL,,,F3,96031492470,,,3040120021023033666,2017-11-05T20:29:10.060320+00:00,,,CONTRIBUTION REF TO INDIVIDUAL,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?96031492470,CLAYTON,,,"BAKER, BLAINE",MI,49235,,30G,1996,SB,ITEMIZED DISBURSEMENTS,,3062020110012439440,2017-11-05T20:29:10.060320+00:00,,1996,
N,NO CHANGE,,,,,,,,,,,,,,,,,,,C00265157,,,,,,,1996,25.0,1996-10-31T00:00:00,CONTRIBUTION REF TO INDIVIDUAL,REFUNDS,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,G,GENERAL,,,GENERAL,,,F3,96031492470,,,3040120021023033666,2017-11-05T20:29:10.060320+00:00,,,CONTRIBUTION REF TO INDIVIDUAL,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?96031492470,BATTLE CREEK,,,"CHRIST, PETER",MI,49017,,30G,1996,SB,ITEMIZED DISBURSEMENTS,,3062020110012456342,2017-11-05T20:29:10.060320+00:00,,1996,
