amendment_indicator,amendment_indicator_desc,back_reference_schedule_id,back_reference_transaction_id,beneficiary_committee_name,candidate_first_name,candidate_id,candidate_last_name,candidate_middle_name,candidate_name,candidate_office,candidate_office_description,candidate_office_district,candidate_office_state,candidate_office_state_full,candidate_prefix,candidate_suffix,category_code,category_code_full,comm_dt,committee_id,conduit_committee_city,conduit_committee_name,conduit_committee_state,conduit_committee_street1,conduit_committee_street2,conduit_committee_zip,cycle,disbursement_amount,disbursement_date,disbursement_description,disbursement_purpose_category,disbursement_type,disbursement_type_description,election_type,election_type_full,entity_type,entity_type_desc,fec_election_type_desc,fec_election_year,file_number,filing_form,image_number,line_number,line_number_label,link_id,load_date,memo_code,memo_code_full,memo_text,memoed_subtotal,national_committee_nonfederal_account,original_sub_id,payee_employer,payee_first_name,payee_last_name,payee_middle_name,payee_occupation,payee_prefix,payee_suffix,pdf_url,recipient_city,recipient_committee,recipient_committee_id,recipient_name,recipient_state,recipient_zip,ref_disp_excess_flg,report_type,report_year,schedule_type,schedule_type_full,semi_annual_bundled_refund,sub_id,timestamp,transaction_id,two_year_transaction_period,unused_recipient_committee_id
C,CHANGE,,,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,,,,,,,,,,,,,003,Solicitation and Fundraising Expenses ,,C00307694,,,,,,,2004,24.0,2003-01-03T00:00:00,FUNDRAISING SERVICES,OTHER,,,P2004,,PTY,POLITICAL PARTY COMMITTEE,PRIMARY,2004,354075,F3,28932329901,17,Operating Expenditures,4072420081092458065,2017-11-05T20:29:10.060320+00:00,,,* IN-KIND RECEIVED,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?28932329901,WASHINGTON,"{'cycles': [2000, 2002, 2004], 'street_2': '2nd Floor', 'state': 'DC', 'organization_type': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'city': 'Washington', 'committee_type': 'Y', 'organization_type_full': None, 'committee_type_full': 'Party - Qualified', 'designation_full': 'Unauthorized', 'name': 'DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE - CONTRIBUTIONS', 'cycle': 2004, 'street_1': '430 South Capitol Street SE', 'candidate_ids': [], 'treasurer_name': 'Bonham, James J.', 'committee_id': 'C00347864', 'state_full': 'District Of Columbia', 'zip': '20003', 'designation': 'U'}",C00347864,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,DC,20003,,Q1,2003,SB,ITEMIZED DISBURSEMENTS,,4081120081093292332,2017-11-05T20:29:10.060320+00:00,D3073,2004,C00347864
C,CHANGE,,,,,,,,,,,,,,,,002,Travel Expenses,,C00307694,,,,,,,2004,155.0,2003-01-07T00:00:00,TRAVEL REIMBURSEMENT,TRAVEL,,,P2004,,ORG,ORGANIZATION,PRIMARY,2004,354075,F3,28932329897,17,Operating Expenditures,4072420081092458065,2017-11-05T20:29:10.060320+00:00,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?28932329897,ATLANTA,,,AMERICAN EXPRESS,GA,30353,,Q1,2003,SB,ITEMIZED DISBURSEMENTS,,4081120081093292320,2017-11-05T20:29:10.060320+00:00,D2992,2004,
C,CHANGE,,,,,,,,,,,,,,,,002,Travel Expenses,,C00307694,,,,,,,2004,1406.48,2003-01-07T00:00:00,TRAVEL EXPENSES,MATERIALS,,,P2004,,ORG,ORGANIZATION,PRIMARY,2004,354075,F3,28932329897,17,Operating Expenditures,4072420081092458065,2017-11-05T20:29:10.060320+00:00,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?28932329897,ATLANTA,,,AMERICAN EXPRESS,GA,30353,,Q1,2003,SB,ITEMIZED DISBURSEMENTS,,4081120081093292321,2017-11-05T20:29:10.060320+00:00,D2993,2004,
C,CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00307694,,,,,,,2004,500.0,2003-01-09T00:00:00,ACCOUNTING SERVICES,OTHER,,,P2004,,ORG,ORGANIZATION,PRIMARY,2004,354075,F3,28932329905,17,Operating Expenditures,4072420081092458065,2017-11-05T20:29:10.060320+00:00,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?28932329905,WEST PALM BEACH,,,JIM HOSKINS,FL,33405,,Q1,2003,SB,ITEMIZED DISBURSEMENTS,,4081120081093292344,2017-11-05T20:29:10.060320+00:00,D3047,2004,
C,CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00307694,,,,,,,2004,325.0,2003-01-09T00:00:00,GIFT BASKETS,OTHER,,,P2004,,ORG,ORGANIZATION,PRIMARY,2004,354075,F3,28932329907,17,Operating Expenditures,4072420081092458065,2017-11-05T20:29:10.060320+00:00,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?28932329907,DELRAY BEACH,,,MRS. B'S BASKETS,FL,33444,,Q1,2003,SB,ITEMIZED DISBURSEMENTS,,4081120081093292351,2017-11-05T20:29:10.060320+00:00,D3046,2004,
C,CHANGE,,,,,,,,,,,,,,,,002,Travel Expenses,,C00307694,,,,,,,2004,120.0,2003-01-09T00:00:00,TRAVEL REIMBURSEMENT,TRAVEL,,,P2004,,ORG,ORGANIZATION,PRIMARY,2004,354075,F3,28932329913,17,Operating Expenditures,4072420081092458065,2017-11-05T20:29:10.060320+00:00,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?28932329913,BOCA RATON,,,WENDI LIPSICH,FL,33496,,Q1,2003,SB,ITEMIZED DISBURSEMENTS,,4081120081093292369,2017-11-05T20:29:10.060320+00:00,D3045,2004,
C,CHANGE,,,,,,,,,,,,,,,,012,Donations,,C00307694,,,,,,,2004,650.0,2003-01-09T00:00:00,EVENT TICKETS,OTHER,,,P2004,,ORG,ORGANIZATION,PRIMARY,2004,354075,F3,28932329917,21,Other Disbursements,4072420081092458065,2017-11-05T20:29:10.060320+00:00,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?28932329917,BOCA RATON,,,VOTERS COALITION,FL,33496,,Q1,2003,SB,ITEMIZED DISBURSEMENTS,,4081120081093292381,2017-11-05T20:29:10.060320+00:00,D3040,2004,
C,CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00307694,,,,,,,2004,755.78,2003-01-10T00:00:00,RENT,ADMINISTRATIVE,,,P2004,,ORG,ORGANIZATION,PRIMARY,2004,354075,F3,28932329901,17,Operating Expenditures,4072420081092458065,2017-11-05T20:29:10.060320+00:00,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?28932329901,BOCA RATON,,,GAEDEKE LANDERS,FL,33434,,Q1,2003,SB,ITEMIZED DISBURSEMENTS,,4081120081093292334,2017-11-05T20:29:10.060320+00:00,D3048,2004,
C,CHANGE,,,,,,,,,,,,,,,,003,Solicitation and Fundraising Expenses ,,C00307694,,,,,,,2004,2654.56,2003-01-10T00:00:00,CATERING,FUNDRAISING,,,P2004,,ORG,ORGANIZATION,PRIMARY,2004,354075,F3,28932329911,17,Operating Expenditures,4072420081092458065,2017-11-05T20:29:10.060320+00:00,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?28932329911,OXON HILL,,,SUSAN GAGE CATERERS,MD,20745,,Q1,2003,SB,ITEMIZED DISBURSEMENTS,,4081120081093292364,2017-11-05T20:29:10.060320+00:00,D2996,2004,
C,CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00307694,,,,,,,2004,177.84,2003-01-10T00:00:00,WIRELESS SERVICE,OTHER,,,P2004,,ORG,ORGANIZATION,PRIMARY,2004,354075,F3,28932329912,17,Operating Expenditures,4072420081092458065,2017-11-05T20:29:10.060320+00:00,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?28932329912,BOCA RATON,,,VERIZON WIRELESS,FL,33439,,Q1,2003,SB,ITEMIZED DISBURSEMENTS,,4081120081093292366,2017-11-05T20:29:10.060320+00:00,D2994,2004,
